InvestigationType,EventDate,Location,Country,Latitude,Longitude,Lethality,InjurySeverity,AircraftDamage,RegistrationNumber,Make,Model,NumberofEngines,EngineType,PurposeofFlight,AirCarrier,TotalFatalInjuries,WeatherCondition,BroadPhaseofFlight
Accident,7/23/92,"MIDLAND, TX",United States,31.9973456,-102.0779146,1,Fatal,Destroyed,N84102,PIPER,PA-28-161,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,7/29/92,"YAKUTAT, AK",United States,59.5469878,-139.7272808,1,Fatal,Destroyed,N7ME,CESSNA,207,1,Reciprocating,Positioning,,1,UNK,CRUISE
Accident,7/30/92,"OSHKOSH, WI",United States,44.0247062,-88.5426136,1,Fatal,Substantial,N76TJ,TAYLORCRAFT,TSC-1A2,1,Reciprocating,Personal,,1,VMC,LANDING
Accident,7/31/92,"CIBOLO, TX",United States,29.561618,-98.2269553,1,Fatal,Destroyed,N62552,BOEING,A75,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,8/1/92,"HONESDALE, PA",United States,41.5767552,-75.2587871,1,Fatal,Destroyed,N56692,PIPER,PA-28-235,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,8/1/92,"MASON, MI",United States,42.5792027,-84.4435845,1,Fatal,Destroyed,N5301A,QUAD CITY AIRCRAFT,S-9,1,Reciprocating,Personal,,1,VMC,GO-AROUND
Accident,8/2/92,"OSHKOSH, WI",United States,44.0247062,-88.5426136,1,Fatal,Destroyed,N86QT,British Aerospace,KR-2,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,8/3/92,"MARICOPA, AZ",United States,33.0581063,-112.0476423,1,Fatal,Destroyed,N49016,CESSNA,152,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,8/3/92,"DOVESVILLE, SC",United States,34.2998762,-79.8761741,1,Fatal,Destroyed,N8620P,PIPER,PA-24-400,1,Reciprocating,Personal,,1,VMC,CRUISE
Accident,8/4/92,"BRECKENRIDGE, TX",United States,32.7556768,-98.9022898,1,Fatal,Substantial,N63930,CESSNA,172P,1,Reciprocating,Aerial Observation,,1,VMC,MANEUVERING
Accident,8/5/92,"LESLIE, AR",United States,35.8303543,-92.5579397,1,Fatal,Destroyed,N617D,BEECH,C35,1,Reciprocating,Personal,,1,IMC,CRUISE
Accident,8/5/92,"CAMDEN, AR",United States,33.5845581,-92.8343294,1,Fatal,Destroyed,N8193B,Beech,A36,1,Reciprocating,Personal,,1,IMC,CRUISE
Accident,8/6/92,"FORREST CITY, AR",United States,35.0081474,-90.7898342,1,Fatal,Destroyed,N9858V,CESSNA,A188,1,Reciprocating,Aerial Application,,1,VMC,MANEUVERING
Accident,8/6/92,"JACKSON, MI",United States,42.245869,-84.4013462,1,Fatal,Destroyed,N50WP,INTERSTATE,RV-3,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,8/7/92,"FALMOUTH, KY",United States,38.6767372,-84.3302142,1,Fatal,Destroyed,N194S,CESSNA,340,2,Reciprocating,Personal,,1,IMC,CRUISE
Accident,8/12/92,"MAXWELL, CA",United States,39.2762238,-122.1917266,1,Fatal,Destroyed,N58425,Hughes,369D,1,Turbo Shaft,Other Work Use,,1,VMC,OTHER
Accident,8/12/92,"BISHOP, CA",United States,37.3614238,-118.3996636,1,Fatal,Destroyed,N7988,Sabreliner Corp.,CIRRUS,0,Unknown,Personal,,1,VMC,MANEUVERING
Accident,8/13/92,"ILIAMNA, AK",United States,59.7547222,-154.9061111,1,Fatal,Destroyed,N3906Z,PIPER,PA-18,1,Reciprocating,Business,,1,VMC,LANDING
Accident,8/13/92,"WALLINGTON, OH",United States,40.758982,-82.517262,1,Fatal,Destroyed,N4654Y,PIPER,PA-25,1,Reciprocating,Personal,,1,VMC,CLIMB
Accident,8/16/92,"HERRIMAN, UT",United States,40.5141147,-112.0329938,1,Fatal,Destroyed,N122RW,PZL-Bielsko,ACRO SPORT II,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,8/17/92,"INCLINE VILLAGE, NV",United States,39.249683,-119.9526847,1,Fatal,Destroyed,N2406J,PIPER,PA-18-150,1,Reciprocating,Aerial Observation,,1,VMC,CRUISE
Accident,8/22/92,"UNION TOWNSHIP, OH",United States,39.1068776,-84.2594861,1,Fatal,Destroyed,N714DS,CESSNA,150M,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,8/24/92,"MARQUETTE, MI",United States,46.5436199,-87.3953713,1,Fatal,Destroyed,N738HM,CESSNA,172N,1,Reciprocating,Personal,,1,IMC,APPROACH
Accident,8/27/92,"SANTA PAULA, CA",United States,34.3541659,-119.0592705,1,Fatal,Minor,N63437,CESSNA,150,1,Reciprocating,Instructional,,1,VMC,APPROACH
Accident,8/27/92,"SANTA PAULA, CA",United States,34.3541659,-119.0592705,1,Fatal,Destroyed,N96829,CESSNA,182Q,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,8/29/92,"DUMAS, TX",United States,35.8653789,-101.9732236,1,Fatal,Destroyed,N700TB,WILLIAM G. CLOANINGER,AIR COMMAND 532,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,9/4/92,"TUCKAHOE, NJ",United States,39.290115,-74.7537748,1,Fatal,Destroyed,N3847S,CESSNA,172E,1,Reciprocating,Personal,,1,IMC,CRUISE
Accident,9/5/92,"TROY, ME",United States,44.6648414,-69.2416622,1,Fatal,Destroyed,N6054J,CESSNA,A150L,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,9/8/92,"CONWAY, MA",United States,42.5098085,-72.6995349,1,Fatal,Destroyed,N2509D,PIPER,PA-38-112,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,9/8/92,"AURORA, IN",United States,39.0570022,-84.9013402,1,Fatal,Destroyed,N717BB,PIPER,PA-61-601P,2,Reciprocating,Executive/Corporate,,1,VMC,MANEUVERING
Accident,9/12/92,"CHICO, CA",United States,39.7284944,-121.8374777,1,Fatal,Destroyed,N45DH,WACO,BD-5J,1,Turbo Jet,Unknown,,1,VMC,MANEUVERING
Accident,9/12/92,"MANISTEE, MI",United States,44.2444473,-86.324253,1,Fatal,Destroyed,N6759S,CESSNA,150H,1,Reciprocating,Personal,,1,VMC,UNKNOWN
Accident,9/14/92,"EAST HADDAM, CT",United States,41.5034351,-72.4757767,1,Fatal,Destroyed,N561EK,Champion,7KCAB,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,9/16/92,"NEW HOPE, FL",United States,30.5779708,-85.8088216,1,Fatal,Destroyed,N1083X,PIPER,PA-28R-200,1,Reciprocating,Personal,,1,IMC,CRUISE
Accident,9/17/92,"PULLMAN, MI",United States,42.4839652,-86.090609,1,Fatal,Destroyed,N39652,PIPER,PA-32RT-300T,1,Reciprocating,Personal,,1,VMC,CRUISE
Accident,9/18/92,"AVENAL, CA",United States,36.0041223,-120.1290272,1,Fatal,Destroyed,N704B,SNOW,HP-140V,0,Unknown,Personal,,1,VMC,CRUISE
Accident,9/18/92,"EVANSTON, WY",United States,41.2682794,-110.9632373,1,Fatal,Destroyed,N9632H,CESSNA,172M,1,Reciprocating,Personal,,1,VMC,CRUISE
Accident,9/20/92,"GLOUCESTER, VA",United States,37.4098631,-76.5266174,1,Fatal,Destroyed,N46076,CESSNA,152,1,Reciprocating,Instructional,,1,VMC,MANEUVERING
Accident,9/20/92,"JACKSONVILLE, NC",United States,34.7540524,-77.4302414,1,Fatal,Substantial,N840Z,Consolidated Aeronautics Inc.,BABY ACE,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,9/26/92,"HOLLISTER, CA",United States,36.8524545,-121.4016021,1,Fatal,Destroyed,N25EH,LAKE,235,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,9/26/92,"MIDDLETOWN, CA",United States,38.7524045,-122.6149853,1,Fatal,Destroyed,N789E,SCHEMPP-HIRTH,ASW-20,0,Unknown,Personal,,1,VMC,TAKEOFF
Accident,9/26/92,"FREDERICKSBURG, TX",United States,30.2752011,-98.8719843,1,Fatal,Destroyed,N5579V,STINSON,PLAYBOY,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,10/2/92,"POWELL, WY",United States,44.7538408,-108.7573525,1,Fatal,Destroyed,N32889,PIPER,PA-28-180,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,10/2/92,"WIMBERLEY, TX",United States,29.9974362,-98.0986204,1,Fatal,Destroyed,N41KC,Christopher Coats,ROTORWAY EXEC,1,Reciprocating,Personal,,1,VMC,CRUISE
Accident,10/3/92,"HOUSTON, TX",United States,29.7604267,-95.3698028,1,Fatal,Destroyed,N910E,Cessna,305A,1,Reciprocating,Unknown,,1,VMC,LANDING
Accident,10/3/92,"HOUSTON, TX",United States,29.7604267,-95.3698028,1,Fatal,Substantial,N6438C,STINSON,L-5,1,Reciprocating,Unknown,,1,VMC,LANDING
Accident,10/3/92,"FRANKLIN, NH",United States,43.4442432,-71.6472988,1,Fatal,Substantial,N8549Z,Kucki,LA-250,1,Reciprocating,Personal,,1,VMC,LANDING
Accident,10/4/92,"BAKER, OR",United States,44.7748748,-117.8343848,1,Fatal,Destroyed,N111C,Cameron,MIDGET MUSTANG,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,10/6/92,"EL MIRAGE, CA",United States,34.6022132,-117.6311675,1,Fatal,Destroyed,N4663A,SWEARINGEN,II,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,10/7/92,"CHATHAM, LA",United States,32.3062644,-92.4504223,1,Fatal,Substantial,N153Q,BEECH,95-B55B,1,Reciprocating,Personal,,1,VMC,CRUISE
Accident,10/9/92,"CHUGIAK, AK",United States,61.3888889,-149.4819445,1,Fatal,Destroyed,N8958R,CHAMPION,7EC,1,Reciprocating,Personal,,1,UNK,UNKNOWN
Accident,10/10/92,"SHENANDOAH, PA",United States,40.8203658,-76.2007734,1,Fatal,Destroyed,N4308V,CESSNA,195,1,Reciprocating,Personal,,1,VMC,CRUISE
Accident,10/10/92,"HOLLY RIDGE, NC",United States,34.4954448,-77.5549696,1,Fatal,Substantial,N3777R,Bellanca,B-8M,1,Reciprocating,Personal,,1,VMC,CLIMB
Accident,10/12/92,"ELKTON, VA",United States,38.4079042,-78.6236277,1,Fatal,Destroyed,N5152L,PIPER,PA-28-180,1,Reciprocating,Personal,,1,VMC,LANDING
Accident,10/13/92,"NEW SMYRNA BCH, FL",United States,29.0258191,-80.9269984,1,Fatal,Destroyed,N87RH,Gulfstream-Schweizer,ADVENTURE,1,Reciprocating,Personal,,1,VMC,CLIMB
Accident,10/18/92,"LIVERPOOL, TX",United States,29.2949612,-95.2788231,1,Fatal,Destroyed,N10736,CESSNA,150L,1,Reciprocating,Instructional,,1,VMC,MANEUVERING
Accident,10/21/92,"NEW PORT RICHEY, FL",United States,28.2441768,-82.7192671,1,Fatal,Destroyed,N757SM,CESSNA,152,1,Reciprocating,Personal,,1,VMC,DESCENT
Accident,10/22/92,"LOMPOC, CA",United States,34.6391501,-120.4579409,1,Fatal,Destroyed,N65JP,O'CONNOR,RV-3,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,10/23/92,"NEW HUDSON, MI",United States,42.5149364,-83.6082346,1,Fatal,Destroyed,N7157A,AMERICAN,101,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,10/24/92,"LONGMONT, CO",United States,40.1672068,-105.1019275,1,Fatal,Destroyed,N130T,Luscombe,KITFOX IV,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,10/24/92,"TRENTON, ND",United States,48.0705783,-103.8368711,1,Fatal,Destroyed,N8675L,PIPER,PA-25-260,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,10/24/92,"APOPKA, FL",United States,28.6934076,-81.5322149,1,Fatal,Substantial,N141NH,Hughes,VELOCITY,1,Reciprocating,Personal,,1,VMC,DESCENT
Accident,10/30/92,"FT. RILEY, KS",United States,39.088346,-96.813939,1,Fatal,Destroyed,N3563Z,PIPER,PA-28RT-201T,1,Reciprocating,Personal,,1,IMC,CRUISE
Accident,11/5/92,"PAHRUMP, NV",United States,36.2082943,-115.9839147,1,Fatal,Destroyed,N57644,BELLANCA,8KCAB,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,11/5/92,"UVALDE, TX",United States,29.2096836,-99.7861679,1,Fatal,Destroyed,N6798A,PIPER,PA-18-150,1,Reciprocating,Other Work Use,,1,VMC,MANEUVERING
Accident,11/7/92,"ADELANTO, CA",United States,34.5827699,-117.409215,1,Fatal,Destroyed,N84766,PZL-Bielsko,TURBULENT,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,11/8/92,"SUMMERSVILLE, WV",United States,38.2812203,-80.8525981,1,Fatal,Destroyed,N711RG,CESSNA,310R,2,Reciprocating,Positioning,,1,UNK,APPROACH
Accident,11/13/92,"RUBY, AZ",United States,31.4612044,-111.2375949,1,Fatal,Destroyed,XBBRI,CESSNA,TU206G,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,11/15/92,"PALM SPRINGS, CA",United States,33.8302961,-116.5452921,1,Fatal,Destroyed,NONE,LET,FALCON XP,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,11/17/92,"ELK RIVER, MN",United States,45.3377283,-93.5691122,1,Fatal,Substantial,N7463A,CESSNA,172,1,Reciprocating,Personal,,1,VMC,CRUISE
Accident,11/18/92,"SNOOK, TX",United States,30.488816,-96.4644102,1,Fatal,Destroyed,N9323H,CESSNA,172M,1,Reciprocating,Personal,,1,IMC,CRUISE
Accident,11/21/92,"SAN JOSE, CA",United States,37.3382082,-121.8863286,1,Fatal,Destroyed,N821DR,Quad City Aircraft Corp,S-10 SAKOTA,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,11/21/92,"WELLINGTON, NV",United States,38.7930873,-119.3889082,1,Fatal,Destroyed,N117E,NORTH AMERICAN,F-51D,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,11/22/92,"CEDAR CITY, UT",United States,37.6774769,-113.0618931,1,Fatal,Destroyed,N5108S,PIPER,PA-28R-200,1,Reciprocating,Personal,,1,IMC,MANEUVERING
Accident,11/29/92,"REXBURG, ID",United States,43.8231096,-111.7924237,1,Fatal,Destroyed,N8634Q,BEECH,S35,1,Reciprocating,Personal,,1,IMC,TAKEOFF
Accident,12/2/92,"OCALA, FL",United States,29.1871986,-82.1400923,1,Fatal,Destroyed,N5324M,CESSNA,152,1,Reciprocating,Instructional,,1,IMC,CRUISE
Accident,12/6/92,"SHELTON, CT",United States,41.3164856,-73.0931641,1,Fatal,Substantial,N50DV,HAYES,H-700,1,Reciprocating,Personal,,1,VMC,LANDING
Accident,12/6/92,"MARYSVILLE, WA",United States,48.0517637,-122.1770818,1,Fatal,Destroyed,N69260,CESSNA,152,1,Reciprocating,Instructional,,1,VMC,MANEUVERING
Accident,12/9/92,"RIVERTON, UT",United States,40.521893,-111.9391023,1,Fatal,Destroyed,N755AA,BEECH,35-33,1,Reciprocating,Personal,,1,UNK,MANEUVERING
Accident,12/11/92,"FORNEY, TX",United States,32.7481845,-96.4719312,1,Fatal,Destroyed,N5046F,HILLER,FH-1100,1,Turbo Shaft,Personal,,1,VMC,CRUISE
Accident,12/15/92,"CLEVELAND, OH",United States,41.49932,-81.6943605,1,Fatal,Destroyed,N706M,BEECH,18T,2,Turbo Prop,Positioning,,1,VMC,TAKEOFF
Accident,12/16/92,"BOWMAN, ND",United States,46.1830618,-103.3949061,1,Fatal,Destroyed,N7243Y,PIPER,PA-30,2,Reciprocating,Personal,,1,IMC,CRUISE
Accident,12/19/92,"GREENVILLE, TN",United States,36.1631574,-82.8309861,1,Fatal,Destroyed,NONE,Dennis Pointer,MONI 110,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,12/21/92,"PHENIX CITY, AL",United States,32.4709761,-85.0007653,1,Fatal,Destroyed,N9319C,PIPER,PA-28R-201,1,Reciprocating,Personal,,1,IMC,APPROACH
Accident,12/26/92,"TARPON SPRINGS, FL",United States,28.1461248,-82.7567679,1,Fatal,Destroyed,N5343T,PIPER,PA-28R-200,1,Reciprocating,Personal,,1,IMC,APPROACH
Accident,1/1/93,"LILLIAN, AL",United States,30.4142478,-87.4360804,1,Fatal,Destroyed,N72088,Luscombe,8A,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,1/9/93,"NEW SMYRNA BCH, FL",United States,29.0258191,-80.9269984,1,Fatal,Destroyed,N1443S,CESSNA,337H,2,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,1/10/93,"STOW, MA",United States,42.4370374,-71.5056199,1,Fatal,Destroyed,N52785,CESSNA,182P,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,1/15/93,"CHINOOK, MT",United States,48.5899222,-109.2312312,1,Fatal,Minor,N28908,HILLER,UH-12E,1,Reciprocating,Public Aircraft,,1,VMC,STANDING
Accident,1/16/93,"FRUIT HEIGHTS, UT",United States,41.0321662,-111.9021622,1,Fatal,Destroyed,N8004K,STINSON,108-2,1,Reciprocating,Personal,,1,IMC,MANEUVERING
Accident,1/18/93,"TELLER, AK",United States,65.2636111,-166.3608333,1,Fatal,Destroyed,N1776G,CESSNA,310,2,Reciprocating,Unknown,,1,VMC,DESCENT
Accident,1/20/93,"SUN CITY, CA",United States,33.7091878,-117.1972566,1,Fatal,Destroyed,N53908,CESSNA,172P,1,Reciprocating,Ferry,,1,IMC,CRUISE
Accident,1/22/93,"FOUNTAIN HILLS, AZ",United States,33.6042079,-111.7256936,1,Fatal,Destroyed,N8LW,WHITTMAN,STEEN SKYBOLT,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,1/28/93,"APOPKA, FL",United States,28.6934076,-81.5322149,1,Fatal,Destroyed,N4HF,Fairchild,DOMINATOR-BIG ONE,1,Reciprocating,Personal,,1,VMC,DESCENT
Accident,2/5/93,"PORTAGE, IN",United States,41.5758707,-87.1761455,1,Fatal,Destroyed,N7227N,CESSNA,182P,1,Reciprocating,Personal,,1,VMC,UNKNOWN
Accident,2/15/93,"AVALON, CA",United States,33.3428193,-118.3282279,1,Fatal,Destroyed,N7882R,BEECH,E33,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,2/18/93,"VERGENNES, VT",United States,44.1672771,-73.2540111,1,Fatal,Destroyed,N1192Z,AMERICAN,AG5B,1,Reciprocating,Personal,,1,IMC,CRUISE
Accident,2/18/93,"BOULDER CITY, NV",United States,35.9782216,-114.8345117,1,Fatal,Destroyed,N4391V,Bellanca,CHALLENGER II,1,Reciprocating,Personal,,1,VMC,UNKNOWN
Accident,2/22/93,"QUINTON, VA",United States,37.5342187,-77.1209752,1,Fatal,Destroyed,NONE,Mooney,CHALLENGER II,1,Reciprocating,Personal,,1,VMC,APPROACH
Accident,3/1/93,"ZENIA, CA",United States,40.2054245,-123.4919716,1,Fatal,Destroyed,N91CL,LAKE,VARIEZE,1,Reciprocating,Personal,,1,IMC,MANEUVERING
Accident,3/6/93,"KATY, TX",United States,29.7857765,-95.8245093,1,Fatal,Destroyed,N222UF,CESSNA,172N,1,Reciprocating,Instructional,,1,VMC,DESCENT
Accident,3/15/93,"GRAND HAVEN, MI",United States,43.0630734,-86.2283864,1,Fatal,Destroyed,N15206,PIPER,PA-28R-200,1,Reciprocating,Personal,,1,VMC,UNKNOWN
Accident,3/20/93,"RAINEY PASS, AK",United States,62.090456,-152.731663,1,Fatal,Substantial,N5153H,PIPER,PA-14,1,Reciprocating,Personal,,1,IMC,MANEUVERING
Accident,3/27/93,"REVERE, PA",United States,40.51538,-75.161007,1,Fatal,Destroyed,N761XA,CESSNA,A152,1,Reciprocating,Instructional,,1,IMC,APPROACH
Accident,3/29/93,"DUNSMUIR, CA",United States,41.2082089,-122.2719529,1,Fatal,Destroyed,N89174,CESSNA,152,1,Reciprocating,Personal,,1,IMC,CRUISE
Accident,4/9/93,"BELVIEW, MN",United States,44.6052358,-95.3294509,1,Fatal,Destroyed,N2975J,CESSNA,T188C,1,Reciprocating,Aerial Application,,1,VMC,MANEUVERING
Accident,4/11/93,"DEKALB, MS",United States,32.7676329,-88.6508784,1,Fatal,Destroyed,N191DJ,Keith,CAVALIER,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,4/12/93,"BRADLEY, FL",United States,27.793333,-81.978333,1,Fatal,Destroyed,N48288,Just Aircraft LLC,WOODY PUSHER,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,4/16/93,"FALCON, CO",United States,38.9383017,-104.6009415,1,Fatal,Destroyed,N7536R,PIPER,PA-28-140,1,Reciprocating,Instructional,,1,IMC,CRUISE
Accident,4/18/93,"HENRYETTA, OK",United States,35.4398261,-95.9819429,1,Fatal,Destroyed,N4689P,PIPER,PA-23-250,2,Reciprocating,Ferry,,1,IMC,CLIMB
Accident,4/24/93,"EARLY, TX",United States,31.742096,-98.9456052,1,Fatal,Destroyed,N6147N,SMELKO,532,1,Reciprocating,Instructional,,1,VMC,APPROACH
Accident,4/24/93,"DARRINGTON, WA",United States,48.2553867,-121.6015142,1,Fatal,Destroyed,N1406Y,CESSNA,172C,1,Reciprocating,Personal,,1,UNK,DESCENT
Accident,5/2/93,"HEBRON, OH",United States,39.9617305,-82.4912676,1,Fatal,Substantial,NONE,LET,VANCRAFT,1,Reciprocating,Personal,,1,VMC,CRUISE
Accident,5/2/93,"SANTA ANA, CA",United States,33.7454725,-117.867653,1,Fatal,Destroyed,N3842J,Camair Aircraft Corp.,F-86E MK.6,1,Turbo Jet,Unknown,,1,VMC,MANEUVERING
Accident,5/3/93,"JACKSON, CA",United States,38.3488023,-120.7741018,1,Fatal,Destroyed,N9494B,CESSNA,175,1,Reciprocating,Personal,,1,IMC,MANEUVERING
Accident,5/5/93,"PAOLI, IN",United States,38.5561663,-86.468321,1,Fatal,Destroyed,N2487T,PIPER,PA-28-140,1,Reciprocating,Instructional,,1,VMC,TAKEOFF
Accident,5/5/93,"BIGGS, CA",United States,39.4123876,-121.7127513,1,Fatal,Destroyed,N5249,GRUMMAN,164A,1,Reciprocating,Aerial Application,,1,VMC,CRUISE
Accident,5/6/93,"LUCERNE, CO",United States,40.4819249,-104.699687,1,Fatal,Destroyed,N3201K,Whetzel,WORLOCH,1,Reciprocating,Unknown,,1,VMC,DESCENT
Accident,5/11/93,"MADISON, MN",United States,45.0113787,-96.1932176,1,Fatal,Destroyed,N17FS,Piper,S1,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,5/11/93,"LYBURN, WV",United States,37.8020498,-81.931233,1,Fatal,Destroyed,N45087,PIPER,PA-32-300,1,Reciprocating,Personal,,1,VMC,CLIMB
Accident,5/12/93,"ANATONE, WA",United States,46.1349095,-117.132397,1,Fatal,Destroyed,N846D,JOHN PATRICK COLEMAN,HH-43F,1,Turbo Shaft,Other Work Use,,1,VMC,MANEUVERING
Accident,5/16/93,"HANCOCK, MD",United States,39.7000024,-78.1863789,1,Fatal,Destroyed,N8247G,PIPER,PA-28RT-201,1,Reciprocating,Personal,,1,IMC,CRUISE
Accident,5/21/93,"BRIGHAM CITY, UT",United States,41.5102129,-112.0155015,1,Fatal,Destroyed,N8589K,STINSON,108-1,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,5/21/93,"ESSEX, IA",United States,40.8344024,-95.3073003,1,Fatal,Destroyed,N6453Z,PIPER,PA-25,1,Reciprocating,Aerial Application,,1,VMC,MANEUVERING
Accident,5/21/93,"CRAWFORD, NE",United States,42.6830238,-103.4054788,1,Fatal,Destroyed,N2976N,CESSNA,120,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,5/24/93,"PAGE, AZ",United States,36.9147222,-111.4558333,1,Fatal,Destroyed,N734DB,CESSNA,172N,1,Reciprocating,Personal,,1,VMC,CRUISE
Accident,5/30/93,"LIBERAL, KS",United States,37.0430812,-100.920999,1,Fatal,Destroyed,N8385,GRUMMAN,G-164A,1,Reciprocating,Aerial Application,,1,VMC,MANEUVERING
Accident,5/30/93,"HEBBRONVILLE, TX",United States,27.3067057,-98.6783516,1,Fatal,Destroyed,N91633,CESSNA,182M,1,Reciprocating,Personal,,1,IMC,CLIMB
Accident,5/31/93,"MILROY, PA",United States,40.7139566,-77.5905511,1,Fatal,Destroyed,N2892S,CESSNA,150,1,Reciprocating,Personal,,1,IMC,CRUISE
Accident,6/1/93,"MARENGO, OH",United States,40.4008945,-82.8107329,1,Fatal,Substantial,N8254G,CESSNA,A188B,1,Reciprocating,Aerial Application,,1,VMC,MANEUVERING
Accident,6/2/93,"GANADO, TX",United States,29.0405363,-96.5135831,1,Fatal,Destroyed,N6752Q,GRUMMAN,G-164A,1,Reciprocating,Aerial Application,,1,VMC,MANEUVERING
Accident,6/3/93,"TEXHOMA, TX",United States,36.5050267,-101.7829416,1,Fatal,Destroyed,N57592,PIPER,PA-36-285,1,Reciprocating,Ferry,,1,IMC,CRUISE
Accident,6/6/93,"EUREKA, NV",United States,39.5124858,-115.9607803,1,Fatal,Destroyed,N672T,BEECH,K-35,1,Reciprocating,Personal,,1,IMC,CRUISE
Accident,6/7/93,"SELBYVILLE, DE",United States,38.4603917,-75.2207437,1,Fatal,Destroyed,N3981U,CESSNA,150E,1,Reciprocating,Other Work Use,,1,VMC,MANEUVERING
Accident,6/9/93,"GOREE, TX",United States,33.4673183,-99.5245276,1,Fatal,Destroyed,N8808Z,Downer Aircraft Industries,DW-1,1,Reciprocating,Unknown,,1,VMC,MANEUVERING
Accident,6/12/93,"NICEVILLE, FL",United States,30.5168639,-86.482172,1,Fatal,Substantial,N60366,CESSNA,150J,1,Reciprocating,Unknown,,1,VMC,TAKEOFF
Accident,6/12/93,"TEXAS CITY, TX",United States,29.383845,-94.9027002,1,Fatal,Destroyed,N2977A,BELLANCA,8KCAB,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,6/13/93,"SAN PEDRO BAY, CA",United States,33.7333519,-118.2009017,1,Fatal,Destroyed,N874PM,HEINDENREICH,RUTAN LONG EZ,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,6/17/93,"GORDON, KY",United States,36.9928696,-83.02433,1,Fatal,Destroyed,N200NH,ENSTROM,F28C,1,Reciprocating,Business,,1,VMC,CRUISE
Accident,6/20/93,"PENSACOLA, FL",United States,30.421309,-87.2169149,1,Fatal,Destroyed,N2534B,PIPER,PA-38-112,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,6/21/93,"MIAMI, MO",United States,39.3214125,-93.2279822,1,Fatal,Destroyed,N5461R,CESSNA,172F,1,Reciprocating,Other Work Use,,1,VMC,MANEUVERING
Accident,6/25/93,"CANON CITY, CO",United States,38.4494063,-105.2253316,1,Fatal,Destroyed,N85Z,HUGHES,OSPREY GP-4,1,Reciprocating,Personal,,1,VMC,CRUISE
Accident,6/25/93,"HOBART, IN",United States,41.5322592,-87.2550353,1,Fatal,Destroyed,N5655M,MOONEY,M20K,1,Reciprocating,Personal,,1,VMC,UNKNOWN
Accident,6/26/93,"ELWELL, MI",United States,43.4232227,-84.7942091,1,Fatal,Substantial,N7779P,PIPER,PA-24-250,1,Reciprocating,Personal,,1,VMC,TAKEOFF
Accident,6/28/93,"SALEM, MI",United States,42.3929212,-83.6135572,1,Fatal,Destroyed,N3899Y,CESSNA,210D,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,6/28/93,"EAST MORICHES, NY",United States,40.8050989,-72.7609336,1,Fatal,Substantial,NONE,Texas Helicopter,TORNADO,1,Reciprocating,Personal,,1,VMC,MANEUVERING
Accident,7/1/93,"CLAYTON, AL",United States,31.8782162,-85.4496627,1,Fatal,Substantial,N5473S,PIPER,PA-28-140,1,Reciprocating,Personal,,1,VMC,DESCENT
